X1 X2 Cluster
-2.746012208361426676e+00 2.754969558745759439e+00 1.000000000000000000e+00
-2.734187952963950785e+00 2.890695359881416682e+00 1.000000000000000000e+00
-2.626024547113088303e+00 2.740687454507057197e+00 1.000000000000000000e+00
-2.667843240358165779e+00 2.651642317769014490e+00 1.000000000000000000e+00
-2.849878264036409981e+00 2.762307985994497006e+00 1.000000000000000000e+00
-2.885318049210841451e+00 2.690847859227833982e+00 1.000000000000000000e+00
-2.976003441233816993e+00 2.961912709809343625e+00 1.000000000000000000e+00
-2.851444851072899134e+00 2.958310723383821728e+00 1.000000000000000000e+00
-2.815381893876308439e+00 2.733455522607012078e+00 1.000000000000000000e+00
-2.837857397913998270e+00 2.825014575183279586e+00 1.000000000000000000e+00
-2.668649804355485600e+00 2.780607982535630018e+00 1.000000000000000000e+00
-2.774870095417665272e+00 2.810420951913573884e+00 1.000000000000000000e+00
-2.685569397602949770e+00 2.837683597486555520e+00 1.000000000000000000e+00
-2.860589373441687400e+00 2.837027139983705926e+00 1.000000000000000000e+00
-2.917467735640923543e+00 2.870894667669671385e+00 1.000000000000000000e+00
-2.667775132755684453e+00 2.789949041214061065e+00 1.000000000000000000e+00
-2.652112780003781811e+00 2.638662890526369598e+00 1.000000000000000000e+00
-2.794986196592665006e+00 2.974982637606453206e+00 1.000000000000000000e+00
-2.733956278873376000e+00 2.855019172793944016e+00 1.000000000000000000e+00
-2.744033199653801880e+00 2.942506491685865200e+00 1.000000000000000000e+00
-2.844898015013274772e+00 2.820244084297491405e+00 1.000000000000000000e+00
-2.746537506313773580e+00 2.758554978605034957e+00 1.000000000000000000e+00
-2.901009828506356580e+00 2.616779507780737202e+00 1.000000000000000000e+00
-2.793416428283655772e+00 2.661413628977100654e+00 1.000000000000000000e+00
-2.837832071681647417e+00 2.783046378516900177e+00 1.000000000000000000e+00
-2.763268159472695551e+00 2.809261917565247568e+00 1.000000000000000000e+00
-2.864887665167309638e+00 2.773620378797744479e+00 1.000000000000000000e+00
-2.899266197589783545e+00 2.601470261875044265e+00 1.000000000000000000e+00
-2.885647841546060466e+00 2.669513068100105802e+00 1.000000000000000000e+00
-2.631237794657216522e+00 2.810449087113503275e+00 1.000000000000000000e+00
-2.650253686141166742e+00 2.824945907445517435e+00 1.000000000000000000e+00
-2.940936191296709357e+00 2.830409171500799292e+00 1.000000000000000000e+00
-2.755368338210823609e+00 2.937443347614473677e+00 1.000000000000000000e+00
-2.756181926136875848e+00 2.768787053880422899e+00 1.000000000000000000e+00
-2.860254842632267813e+00 3.016092341574971414e+00 1.000000000000000000e+00
-2.784087588227185606e+00 2.849114460976548635e+00 1.000000000000000000e+00
-2.908388456214020312e+00 2.622189738337065368e+00 1.000000000000000000e+00
-2.758514185863726542e+00 2.875148937665438442e+00 1.000000000000000000e+00
-2.854742978712574430e+00 2.578722187270584332e+00 1.000000000000000000e+00
-2.812150049728241896e+00 2.670608318644076995e+00 1.000000000000000000e+00
-2.875685942335090672e+00 2.692323398719273619e+00 1.000000000000000000e+00
-2.878088557519963064e+00 2.863559847097379762e+00 1.000000000000000000e+00
-2.813814772903646677e+00 2.933196068120234479e+00 1.000000000000000000e+00
-2.840639494488420347e+00 2.745313868670638868e+00 1.000000000000000000e+00
-2.713047506240941154e+00 2.741644005213307089e+00 1.000000000000000000e+00
-2.570699358875423890e+00 2.949088754310134508e+00 1.000000000000000000e+00
-2.723585243646942544e+00 2.982431106106882446e+00 1.000000000000000000e+00
-2.875610843286473539e+00 2.825765360101734736e+00 1.000000000000000000e+00
-2.655918610503970712e+00 2.868236761908762311e+00 1.000000000000000000e+00
-2.723795822352816476e+00 2.786669643870810287e+00 1.000000000000000000e+00
-2.827967230635175966e+00 2.848942951620164532e+00 1.000000000000000000e+00
-2.813604147494090491e+00 2.669556010542353697e+00 1.000000000000000000e+00
-2.900005025580778995e+00 2.781740138419061203e+00 1.000000000000000000e+00
-2.745237015114138757e+00 2.555685469030395396e+00 1.000000000000000000e+00
-2.769329528321971878e+00 2.839114132168840676e+00 1.000000000000000000e+00
-2.677861774062361366e+00 2.724726714593948884e+00 1.000000000000000000e+00
-2.665026303330163326e+00 2.895568322649628712e+00 1.000000000000000000e+00
-2.795012196986802255e+00 2.764795814322087431e+00 1.000000000000000000e+00
-2.908756694212510929e+00 2.867508313645809714e+00 1.000000000000000000e+00
-2.861947933391857379e+00 2.830354439982619041e+00 1.000000000000000000e+00
-2.873509371193324835e+00 2.874862156172941052e+00 1.000000000000000000e+00
-2.766257347267772726e+00 2.995104692758779219e+00 1.000000000000000000e+00
-2.640245173816881064e+00 2.707365843891954338e+00 1.000000000000000000e+00
-2.748677898252566365e+00 2.897656088252302808e+00 1.000000000000000000e+00
-2.759853161457459070e+00 2.814320368320708976e+00 1.000000000000000000e+00
-2.878316661003442967e+00 2.987126521695760761e+00 1.000000000000000000e+00
-2.821921700239905295e+00 2.857830374520629491e+00 1.000000000000000000e+00
-2.713349339390440207e+00 2.750121979414698714e+00 1.000000000000000000e+00
-2.845156390252011835e+00 2.709508997011485842e+00 1.000000000000000000e+00
-2.636479158618931340e+00 2.763188216401479824e+00 1.000000000000000000e+00
-2.787449456144087456e+00 2.784127416058703730e+00 1.000000000000000000e+00
-2.871232238964974037e+00 2.691783415084155529e+00 1.000000000000000000e+00
-2.656177624961876482e+00 2.799028695694128821e+00 1.000000000000000000e+00
-2.743002752435304004e+00 2.561178818196048645e+00 1.000000000000000000e+00
-2.697810798895839302e+00 2.827442840632139909e+00 1.000000000000000000e+00
-2.784538446795802091e+00 2.738357298782204019e+00 1.000000000000000000e+00
-2.896213121450555317e+00 2.604058526591499501e+00 1.000000000000000000e+00
-2.814227780968177939e+00 2.881638303174656635e+00 1.000000000000000000e+00
-2.694907726903824408e+00 2.868719017475109823e+00 1.000000000000000000e+00
-2.704593714160151041e+00 2.737348266624797688e+00 1.000000000000000000e+00
-2.714164909543870685e+00 2.862782660757873465e+00 1.000000000000000000e+00
-2.683536599295931246e+00 2.734116912748143502e+00 1.000000000000000000e+00
-2.861934292696462823e+00 2.573868015037235946e+00 1.000000000000000000e+00
-2.711123056414890709e+00 2.853758147343179008e+00 1.000000000000000000e+00
-2.747651535600619255e+00 3.070850369817609504e+00 1.000000000000000000e+00
-2.723685953341319355e+00 2.860979110700723638e+00 1.000000000000000000e+00
-2.845825904259574823e+00 2.727782462664898322e+00 1.000000000000000000e+00
-2.683524162627042298e+00 2.805822056678307419e+00 1.000000000000000000e+00
-2.723308378101028104e+00 2.995525779319362591e+00 1.000000000000000000e+00
-2.951493974535444043e+00 2.688129548957652215e+00 1.000000000000000000e+00
-2.691349587373003338e+00 2.893417938299088554e+00 1.000000000000000000e+00
-2.658691683080450119e+00 2.787451597438602047e+00 1.000000000000000000e+00
-2.735246187891982039e+00 2.816059113762727328e+00 1.000000000000000000e+00
-2.768551980780377342e+00 2.849836253874661107e+00 1.000000000000000000e+00
-2.824607193735355182e+00 2.964465845602688887e+00 1.000000000000000000e+00
-2.832607465203359265e+00 2.736238525432578506e+00 1.000000000000000000e+00
-2.793680451951280119e+00 2.827423941250501116e+00 1.000000000000000000e+00
-2.991627867197297341e+00 2.916137564564365903e+00 1.000000000000000000e+00
-2.771466248469611315e+00 2.893054184443218269e+00 1.000000000000000000e+00
-2.767523545062079648e+00 2.934612363333436669e+00 1.000000000000000000e+00
-2.758076917801387307e+00 2.931288209077442364e+00 1.000000000000000000e+00
-2.862517669255751684e+00 2.761657729286225660e+00 1.000000000000000000e+00
-2.617395893727291423e+00 2.745875382194610470e+00 1.000000000000000000e+00
-2.672228587925284948e+00 2.689713549109924440e+00 1.000000000000000000e+00
-2.805963923434502849e+00 2.733586294611538570e+00 1.000000000000000000e+00
-2.687207758733141993e+00 2.608989586367465030e+00 1.000000000000000000e+00
-2.763733558464645856e+00 2.916667674181906644e+00 1.000000000000000000e+00
-2.807116904790892153e+00 2.880886475011110726e+00 1.000000000000000000e+00
-2.813283639286913385e+00 2.854192088034970709e+00 1.000000000000000000e+00
-2.792514114609759623e+00 2.921722112570740215e+00 1.000000000000000000e+00
-2.868769590091043487e+00 2.856760577850480320e+00 1.000000000000000000e+00
-2.925404532895812260e+00 2.802907787499573367e+00 1.000000000000000000e+00
-2.941800847731573576e+00 2.873734887161309537e+00 1.000000000000000000e+00
-2.796350527379589224e+00 2.787524149062179823e+00 1.000000000000000000e+00
-2.751694981344029234e+00 2.830035658013057898e+00 1.000000000000000000e+00
-2.921648329558407031e+00 2.642755844286811318e+00 1.000000000000000000e+00
-2.599292437544134415e+00 2.857838122064446207e+00 1.000000000000000000e+00
-2.744165658559320153e+00 2.972290102258472455e+00 1.000000000000000000e+00
-2.844407035986735277e+00 2.843685355948962989e+00 1.000000000000000000e+00
-2.914487603848949782e+00 2.815324437964526361e+00 1.000000000000000000e+00
-2.827800976202913930e+00 2.956323506808135271e+00 1.000000000000000000e+00
-2.737706562412899558e+00 2.942701417560166899e+00 1.000000000000000000e+00
-2.782077571564295138e+00 2.616916794586289896e+00 1.000000000000000000e+00
-2.818126686745744180e+00 2.718256994518792879e+00 1.000000000000000000e+00
-2.763494183541447047e+00 2.862353933605024547e+00 1.000000000000000000e+00
-2.755935805649807335e+00 2.767629998585345863e+00 1.000000000000000000e+00
-2.816274788469495860e+00 2.900660300217728249e+00 1.000000000000000000e+00
-2.783560199581093908e+00 2.792578936555698554e+00 1.000000000000000000e+00
-2.753535550113208608e+00 2.845165679319198393e+00 1.000000000000000000e+00
-2.604153405898137930e+00 2.810602780639123832e+00 1.000000000000000000e+00
-2.763297045156242859e+00 2.707928784435876590e+00 1.000000000000000000e+00
-2.875485646606783074e+00 2.766011559833537969e+00 1.000000000000000000e+00
-2.863494909250779319e+00 2.692740282467231072e+00 1.000000000000000000e+00
-2.743838550692424771e+00 2.631440361572723763e+00 1.000000000000000000e+00
-2.795612943789366422e+00 2.791979809464608220e+00 1.000000000000000000e+00
-2.761582776716495768e+00 2.661240148342820966e+00 1.000000000000000000e+00
-2.819395044741422662e+00 2.694842218735975070e+00 1.000000000000000000e+00
-2.683984585190002381e+00 2.882282602835198659e+00 1.000000000000000000e+00
-2.769121902366591392e+00 2.714386684998689514e+00 1.000000000000000000e+00
-2.654458322569026141e+00 2.885845140638519268e+00 1.000000000000000000e+00
-2.772059586354322036e+00 2.792239907641053787e+00 1.000000000000000000e+00
-2.882398387478640966e+00 3.000160899195314812e+00 1.000000000000000000e+00
-2.715603268395533121e+00 2.791200646003014540e+00 1.000000000000000000e+00
-2.775393468681302878e+00 2.953872126010296029e+00 1.000000000000000000e+00
-2.790075580052098658e+00 2.843389955834667138e+00 1.000000000000000000e+00
-2.795762933194075650e+00 2.843497323071562999e+00 1.000000000000000000e+00
-2.822332788828020522e+00 2.665356309972911397e+00 1.000000000000000000e+00
-2.767533269152218978e+00 3.029182084046915691e+00 1.000000000000000000e+00
-2.765719583630837253e+00 2.738862217361059503e+00 1.000000000000000000e+00
-2.938154100883951791e+00 2.631652358539739112e+00 1.000000000000000000e+00
-2.731758982348599485e+00 2.717118148834710922e+00 1.000000000000000000e+00
-2.767096023263146964e+00 2.832313302833982416e+00 1.000000000000000000e+00
-2.836131548413658443e+00 2.795461697410831281e+00 1.000000000000000000e+00
-2.788113674944852960e+00 2.967294111931724654e+00 1.000000000000000000e+00
-2.851230885171915030e+00 2.707711222339206358e+00 1.000000000000000000e+00
-2.897812483760259905e+00 2.837373217397793912e+00 1.000000000000000000e+00
-2.873788558799663662e+00 2.785448508650912203e+00 1.000000000000000000e+00
-2.817855420267136424e+00 2.756686391681391513e+00 1.000000000000000000e+00
-2.748307908141483846e+00 2.801147763219099307e+00 1.000000000000000000e+00
-2.800249485140752448e+00 2.969015349358982814e+00 1.000000000000000000e+00
-2.999770490453712135e+00 2.817540848503089279e+00 1.000000000000000000e+00
-2.937472022272555439e+00 2.718361553013419751e+00 1.000000000000000000e+00
-2.975232965035206512e+00 2.818678488397396986e+00 1.000000000000000000e+00
-2.947603831495188675e+00 2.841339436748351321e+00 1.000000000000000000e+00
-2.947094138090311954e+00 2.683926197939765057e+00 1.000000000000000000e+00
-2.817098801793337159e+00 2.744853702056978317e+00 1.000000000000000000e+00
-2.579903712684267436e+00 2.939842720265249731e+00 1.000000000000000000e+00
-2.806363720716786858e+00 2.658813031728323839e+00 1.000000000000000000e+00
-2.791631031235693783e+00 2.898951273363219006e+00 1.000000000000000000e+00
-2.728305981432614491e+00 2.657275276286082732e+00 1.000000000000000000e+00
-3.006871941848583862e+00 2.834281014193308579e+00 1.000000000000000000e+00
-2.656202642652247370e+00 2.894106823017405183e+00 1.000000000000000000e+00
-2.724879815614803746e+00 2.764242789723568183e+00 1.000000000000000000e+00
-2.679723197114071809e+00 2.746881178191748596e+00 1.000000000000000000e+00
-2.803706258546756036e+00 2.884160752189251831e+00 1.000000000000000000e+00
-2.913223222466100992e+00 2.867632996671914736e+00 1.000000000000000000e+00
-2.994127082811494756e+00 2.843704368592018028e+00 1.000000000000000000e+00
-2.809645387975744590e+00 2.649157074298632786e+00 1.000000000000000000e+00
-2.726512149326770107e+00 2.925149151489015775e+00 1.000000000000000000e+00
-2.952563792682540988e+00 2.619739507393763489e+00 1.000000000000000000e+00
-2.949461312479383146e+00 2.662317776318451124e+00 1.000000000000000000e+00
-2.918934110546347327e+00 2.879457549875026334e+00 1.000000000000000000e+00
-2.841550962589688201e+00 2.840697459819245374e+00 1.000000000000000000e+00
-2.825577950499757129e+00 2.792745403610215504e+00 1.000000000000000000e+00
-2.737567882826587251e+00 2.802039383484627333e+00 1.000000000000000000e+00
-2.822826066549939839e+00 2.778650416009364132e+00 1.000000000000000000e+00
-2.836687093355140465e+00 2.883502164021717995e+00 1.000000000000000000e+00
-2.835144288590825568e+00 2.956117574472548970e+00 1.000000000000000000e+00
-2.840158713102515886e+00 2.831487081630272407e+00 1.000000000000000000e+00
-2.832201212612441399e+00 2.697806503696420499e+00 1.000000000000000000e+00
-2.748523059638834809e+00 2.674443426092584453e+00 1.000000000000000000e+00
-2.665391107148830763e+00 2.676581903751256153e+00 1.000000000000000000e+00
-2.882509196744706959e+00 2.981939104912429972e+00 1.000000000000000000e+00
-2.937734994008149858e+00 2.850276647331728697e+00 1.000000000000000000e+00
-2.812475159767833688e+00 2.817915016538344197e+00 1.000000000000000000e+00
-2.695204186148326020e+00 2.986559997493044794e+00 1.000000000000000000e+00
-2.855652488181585014e+00 2.736846332335304055e+00 1.000000000000000000e+00
-2.828703556174001488e+00 2.733701342606294382e+00 1.000000000000000000e+00
-2.809966715433944273e+00 2.810298094229468635e+00 1.000000000000000000e+00
-2.891493193512548743e+00 2.922136298960765988e+00 1.000000000000000000e+00
-2.806063218859379038e+00 2.806196647211448347e+00 1.000000000000000000e+00
-2.623761024672548903e+00 2.827703589571444631e+00 1.000000000000000000e+00
-2.543138295778462954e+00 2.891835994291089840e+00 1.000000000000000000e+00
-2.827522656939370549e+00 2.873471499463784884e+00 1.000000000000000000e+00
-2.804990210533079509e+00 2.868649475454232434e+00 1.000000000000000000e+00
-2.598092233562841358e+00 2.825863658774673048e+00 1.000000000000000000e+00
-2.789727202148218677e+00 2.804859852259726782e+00 1.000000000000000000e+00
-2.544876069726401457e+00 2.818668346419375581e+00 1.000000000000000000e+00
-2.880264495302422567e+00 2.951424176274512590e+00 1.000000000000000000e+00
-2.728439315935477172e+00 2.698991110779559222e+00 1.000000000000000000e+00
-2.755954217915154825e+00 2.680194187534230998e+00 1.000000000000000000e+00
-2.887066900195240482e+00 2.724359602071949382e+00 1.000000000000000000e+00
-2.919544496848688553e+00 2.880939096063073190e+00 1.000000000000000000e+00
-2.698691112460313235e+00 2.734757581281445749e+00 1.000000000000000000e+00
-2.728110567086540428e+00 2.881067935546314462e+00 1.000000000000000000e+00
-2.801151331229808417e+00 2.703015914461174951e+00 1.000000000000000000e+00
-2.920316922560745709e+00 2.877666747553321080e+00 1.000000000000000000e+00
-2.704023641057918592e+00 3.005791269578828029e+00 1.000000000000000000e+00
-2.828921962102538323e+00 2.860699347368925061e+00 1.000000000000000000e+00
-2.775630290680846546e+00 2.764381096254097780e+00 1.000000000000000000e+00
-2.982597174028964293e+00 2.821359535157867970e+00 1.000000000000000000e+00
-2.773143908808593849e+00 2.821033713478880767e+00 1.000000000000000000e+00
-2.684435595094114557e+00 2.804144902054303667e+00 1.000000000000000000e+00
-2.810562459931190915e+00 2.836596711498392764e+00 1.000000000000000000e+00
-2.638820881778673133e+00 2.698827838042395566e+00 1.000000000000000000e+00
-2.742293688744257274e+00 2.906913642981837853e+00 1.000000000000000000e+00
-2.954098759589903977e+00 2.908141564149202551e+00 1.000000000000000000e+00
-2.843802143439378316e+00 2.628226374359707407e+00 1.000000000000000000e+00
-2.788595008406212106e+00 2.650730201152686760e+00 1.000000000000000000e+00
-3.023370926266237824e+00 3.010450022694810102e+00 1.000000000000000000e+00
-2.840022620001085407e+00 2.848101914804722412e+00 1.000000000000000000e+00
-2.618493896543919952e+00 2.735163029901102938e+00 1.000000000000000000e+00
-2.724723126704293730e+00 2.851266086282229661e+00 1.000000000000000000e+00
-2.828981357739059010e+00 2.751855578070453667e+00 1.000000000000000000e+00
-2.725597708596079194e+00 2.603259564575412188e+00 1.000000000000000000e+00
-2.847071696321710643e+00 2.825585753633171660e+00 1.000000000000000000e+00
-2.695812498678896496e+00 2.710034364188160794e+00 1.000000000000000000e+00
-2.795168291651812797e+00 2.930820853887603050e+00 1.000000000000000000e+00
-2.564189973637920783e+00 2.827076483305727805e+00 1.000000000000000000e+00
-2.750200667657314746e+00 2.807005530381502467e+00 1.000000000000000000e+00
-2.619080775736490452e+00 2.775431626226060544e+00 1.000000000000000000e+00
-2.614376026641468176e+00 2.774282507915759588e+00 1.000000000000000000e+00
-2.850669706195144038e+00 2.727974350351743293e+00 1.000000000000000000e+00
-2.784190914373536163e+00 2.810375902361992750e+00 1.000000000000000000e+00
-2.934584198223000318e+00 2.842159359606363012e+00 1.000000000000000000e+00
-2.850939636558832646e+00 2.896299604843753261e+00 1.000000000000000000e+00
-2.810345432298728241e+00 2.911747210907417838e+00 1.000000000000000000e+00
-2.813693729173600389e+00 2.599691952340291046e+00 1.000000000000000000e+00
-2.920879495513512225e+00 2.648957827765766382e+00 1.000000000000000000e+00
-2.674521210269433791e+00 2.713713033799705521e+00 1.000000000000000000e+00
-2.881799226238583866e+00 2.814140653365190037e+00 1.000000000000000000e+00
-2.784970745648390977e+00 2.928649492980128777e+00 1.000000000000000000e+00
-2.811863673671314068e+00 2.812915879394742191e+00 1.000000000000000000e+00
-2.435271613974923088e+00 2.866547961877212281e+00 1.000000000000000000e+00
-2.644775753726216205e+00 2.899162080062474445e+00 1.000000000000000000e+00
-2.849623869999359460e+00 2.878391131471169206e+00 1.000000000000000000e+00
-2.780294541493707250e+00 2.719262993849237198e+00 1.000000000000000000e+00
-2.815595702415435664e+00 2.756097379791490720e+00 1.000000000000000000e+00
-2.983456261541211241e+00 2.757322297012345658e+00 1.000000000000000000e+00
-2.947875729169275871e+00 2.786800547603947464e+00 1.000000000000000000e+00
-2.743603408873711125e+00 2.792790664844344573e+00 1.000000000000000000e+00
-2.705274244704031439e+00 2.860268390479871137e+00 1.000000000000000000e+00
-2.812058699374869075e+00 2.775199858119774099e+00 1.000000000000000000e+00
-2.720625359525567610e+00 2.907594563404779286e+00 1.000000000000000000e+00
-2.828250423794062662e+00 2.748843214880836605e+00 1.000000000000000000e+00
-2.862679161206332257e+00 2.856726365004818025e+00 1.000000000000000000e+00
-2.908395816552173496e+00 2.769449733089934806e+00 1.000000000000000000e+00
-2.835338450889466788e+00 2.724917297815467876e+00 1.000000000000000000e+00
-2.844539292664829855e+00 2.838107425917800519e+00 1.000000000000000000e+00
-2.883300659752231265e+00 2.820104135806723811e+00 1.000000000000000000e+00
-2.780063898250829002e+00 2.691629453504580827e+00 1.000000000000000000e+00
-2.588903137401372234e+00 2.935771889496021636e+00 1.000000000000000000e+00
-2.647298617558448974e+00 2.737866559848285863e+00 1.000000000000000000e+00
-3.077035957810277722e+00 2.995690730015477143e+00 1.000000000000000000e+00
-2.958498610955484942e+00 2.872789486076499088e+00 1.000000000000000000e+00
-2.899570863008131827e+00 2.799677298312906792e+00 1.000000000000000000e+00
-2.688135512901983493e+00 2.781927022592369791e+00 1.000000000000000000e+00
-2.745436474159336893e+00 2.802984419115550185e+00 1.000000000000000000e+00
-2.820156257896047958e+00 2.690403492350478931e+00 1.000000000000000000e+00
-2.773265544261371396e+00 2.956219906127431685e+00 1.000000000000000000e+00
-3.021710906598797042e+00 2.828964594757243489e+00 1.000000000000000000e+00
-2.875495945771037398e+00 2.747568530212696203e+00 1.000000000000000000e+00
-2.835605528059845781e+00 2.803833799869850818e+00 1.000000000000000000e+00
-2.724053172936275580e+00 2.686103625421100816e+00 1.000000000000000000e+00
-2.811108448910224045e+00 2.898069575518793073e+00 1.000000000000000000e+00
-2.802422335028365019e+00 2.908095570364679361e+00 1.000000000000000000e+00
-2.841862945005227736e+00 2.726262199817067522e+00 1.000000000000000000e+00
-2.724970653785423469e+00 2.775479185021224371e+00 1.000000000000000000e+00
-2.932955761588628363e+00 2.893132048447794702e+00 1.000000000000000000e+00
-2.854506158372196456e+00 2.841505144256269766e+00 1.000000000000000000e+00
-3.011282962168841060e+00 2.623639132694584042e+00 1.000000000000000000e+00
-2.625431966294565989e+00 2.687562822522493455e+00 1.000000000000000000e+00
-2.786553199743979192e+00 2.800698938859647047e+00 1.000000000000000000e+00
-2.792765642705596907e+00 2.742385729647260018e+00 1.000000000000000000e+00
-2.888872429860113833e+00 2.739308360558032618e+00 1.000000000000000000e+00
-2.866125729437630110e+00 2.650069777505591251e+00 1.000000000000000000e+00
-2.620412042787070739e+00 2.581062761766960811e+00 1.000000000000000000e+00
-2.930556700854789476e+00 2.904210232575129336e+00 1.000000000000000000e+00
-2.897228430869252858e+00 2.761297105728255818e+00 1.000000000000000000e+00
-2.953226585633291101e+00 2.728190018466345901e+00 1.000000000000000000e+00
-2.775433854503673636e+00 2.788518661784706865e+00 1.000000000000000000e+00
-2.939722655306527876e+00 2.850619476924812101e+00 1.000000000000000000e+00
-2.910263670239281897e+00 2.818314565450025455e+00 1.000000000000000000e+00
-2.750683674288096014e+00 2.942588312375770343e+00 1.000000000000000000e+00
-2.890298157177180194e+00 2.826820560241700697e+00 1.000000000000000000e+00
-2.785236129523935844e+00 2.761067785677469466e+00 1.000000000000000000e+00
-2.845196667501226351e+00 2.822449496211843822e+00 1.000000000000000000e+00
-2.821709513052795604e+00 2.554528198545976014e+00 1.000000000000000000e+00
-2.866718389540563461e+00 2.830994447752667842e+00 1.000000000000000000e+00
-2.749840971931178046e+00 2.730273124023041564e+00 1.000000000000000000e+00
-2.702942970682200130e+00 2.834359947958778658e+00 1.000000000000000000e+00
-2.756176863414839584e+00 2.977323030735059550e+00 1.000000000000000000e+00
-2.833790027071851014e+00 2.836323972365677015e+00 1.000000000000000000e+00
-3.000088508432779744e+00 2.864163794737905722e+00 1.000000000000000000e+00
-2.726310697002699346e+00 2.804001551284874161e+00 1.000000000000000000e+00
-2.953683737104208618e+00 2.975355396112910444e+00 1.000000000000000000e+00
-2.725344385239499623e+00 2.878961472683935430e+00 1.000000000000000000e+00
-2.785583867418039983e+00 2.666264665324372896e+00 1.000000000000000000e+00
-2.808527380682055430e+00 2.809598882044003876e+00 1.000000000000000000e+00
-2.761921563538951130e+00 2.603335066199304215e+00 1.000000000000000000e+00
-2.761108849814966515e+00 2.713422644883108248e+00 1.000000000000000000e+00
-2.688678259316914954e+00 2.840507221707173624e+00 1.000000000000000000e+00
-2.730059345519831204e+00 2.745703028595272155e+00 1.000000000000000000e+00
-2.666729633629997487e+00 2.709013530552163207e+00 1.000000000000000000e+00
-2.818476473201445121e+00 2.579578326172177860e+00 1.000000000000000000e+00
-2.734019484505804787e+00 2.912961293862116552e+00 1.000000000000000000e+00
-2.709757481606178686e+00 2.963353338952949834e+00 1.000000000000000000e+00
-2.783350183246361631e+00 2.828462502276873458e+00 1.000000000000000000e+00
-2.737760866060503950e+00 3.018663692652957753e+00 1.000000000000000000e+00
-2.813893011258651544e+00 2.947622743214957097e+00 1.000000000000000000e+00
